Google Translate	https://play-lh.googleusercontent.com/ZrNeuKthBirZN7rrXPN1JmUbaG8ICy3kZSHt-WgSnREsJzo2txzCzjIoChlevMIQEA=s128
Samsung Calculator	https://play-lh.googleusercontent.com/mra9XrLf0a4_L5IXDyFXfKssFQow1S6hYCmrgBZ-bSJPRStWtBS9Cd8lYkvLh2x5hAc=s128
InShare	https://play-lh.googleusercontent.com/ggZslR8J6PfV88CeHeHwYoYHZ53-23J7zCw5uXf6xc-fEfhPY7cWSQq4-a9CDOXyZck=s128
Zapya	https://play-lh.googleusercontent.com/QJUhAltUn9oswVFd36-kJi7c0GGN_wLM89EubY1o6w7vh_l_G0EOQQScRa_Te9_8KX9v=s128
Google Find My Device	https://play-lh.googleusercontent.com/aX0ql6V6PvVotibIvaNW7CRjaJ2oUyBIX_WgSkAl36vOAaoXiw6yQufxVQ2LV_D2DLg=s128
Turbo VPN	https://play-lh.googleusercontent.com/G7AkY7FY1XZQU8Xp_h5OGGovDxySJ2tLSlPxNRfl9E3lKDzyqY-2QYByz3CHovWRcg=s128
Google Authenticator	https://play-lh.googleusercontent.com/HPc5gptPzRw3wFhJE1ZCnTqlvEvuVFBAsV9etfouOhdRbkp-zNtYTzKUmUVPERSZ_lAL=s128
Free VPN	https://play-lh.googleusercontent.com/JnzRzSLDgnOVVl52XqAjnHiDyXFRuOX2aS1VBrQc8JILb-UETCzAcXpWjivLzG-OPQ=s128
Accumulator PDF creator	https://play-lh.googleusercontent.com/G-2V20d2gaO45oMkOHKvmHih1ahhU4QRUHvvTF0dlws1ePWdYr7lUaVE1c0VxBEr3oE=s128
Simple File Manager Pro	https://play-lh.googleusercontent.com/6MhHa2bJI80Afw5cEqYq-8rFUOpFwoSD0FYqpITVXv4JlKGjYnm1T1_-0hPBtdAgT4jh=s128
Tasker	https://play-lh.googleusercontent.com/Z32CI1HB_7uGRIyKhKGd6rt9jLBzRxFasowSEzUt0kGJJeFUYeKChxti4x8USm4xAg=s128
Simple Contacts Pro	https://play-lh.googleusercontent.com/ATOdNgv-xsvROdHLVOHp62VsUyeCR3ZTVu_QW6dpoxypE4qTgcGA4vt2CvL09GGQgA=s128
DroidCamX	https://play-lh.googleusercontent.com/kAhNquV2zT_o_gbrIH2zL9SlcpnFBoIPc3kCArateSR-9khqSp36gE0dPJFJK5Vetno=s128
ZArchiver	https://play-lh.googleusercontent.com/D1POO3HtYVgSW65yv3JLMrr8F7L9RcYUfEw_ug3BhMhMgN0b2fZ414cYkmSwVRr737aY=s128
