bounty_(brand)	https://en.wikipedia.org/wiki/Bounty_(brand)
old_spice	https://en.wikipedia.org/wiki/Old_Spice
coors_light	https://en.wikipedia.org/wiki/Coors_Light
brooks_brothers	https://en.wikipedia.org/wiki/Brooks_Brothers
lifebuoy_(soap)	https://en.wikipedia.org/wiki/Lifebuoy_(soap)
folgers	https://en.wikipedia.org/wiki/Folgers
m%c3%a4rklin	https://en.wikipedia.org/wiki/M%C3%A4rklin
melissa_and_doug	https://en.wikipedia.org/wiki/Melissa_and_Doug
kenzo_(brand)	https://en.wikipedia.org/wiki/Kenzo_(brand)
pirelli	https://en.wikipedia.org/wiki/Pirelli
white_beauty	https://en.wikipedia.org/wiki/White_Beauty
soci%c3%a9t%c3%a9_bic	https://en.wikipedia.org/wiki/Soci%C3%A9t%C3%A9_Bic
ariel_(detergent)	https://en.wikipedia.org/wiki/Ariel_(detergent)
stelco	https://en.wikipedia.org/wiki/Stelco
gadzooks_(retailer)	https://en.wikipedia.org/wiki/Gadzooks_(retailer)
irving_tissue	https://en.wikipedia.org/wiki/Irving_Tissue
airtran	https://en.wikipedia.org/wiki/AirTran
junghans	https://en.wikipedia.org/wiki/Junghans
voit	https://en.wikipedia.org/wiki/Voit
cadbury	https://en.wikipedia.org/wiki/Cadbury
sanfaustino	https://en.wikipedia.org/wiki/Sanfaustino
ferrovie_dello_stato_italiane	https://en.wikipedia.org/wiki/Ferrovie_dello_Stato_Italiane
martini_%26_rossi	https://en.wikipedia.org/wiki/Martini_%26_Rossi
oakland_motor_car_company	https://en.wikipedia.org/wiki/Oakland_Motor_Car_Company
indesit_company	https://en.wikipedia.org/wiki/Indesit_Company
mcdonnell_douglas	https://en.wikipedia.org/wiki/McDonnell_Douglas
safilo	https://en.wikipedia.org/wiki/Safilo
koh-i-noor_hardtmuth	https://en.wikipedia.org/wiki/Koh-i-Noor_Hardtmuth
severstal	https://en.wikipedia.org/wiki/Severstal
urban_decay_(cosmetics)	https://en.wikipedia.org/wiki/Urban_Decay_(cosmetics)
american_motors	https://en.wikipedia.org/wiki/American_Motors
alton_railroad	https://en.wikipedia.org/wiki/Alton_Railroad
switchover_media	https://en.wikipedia.org/wiki/Switchover_Media
dior	https://en.wikipedia.org/wiki/Dior
coty_inc	https://en.wikipedia.org/wiki/Coty_Inc
mcs_(fashion_brand)	https://en.wikipedia.org/wiki/MCS_(fashion_brand)
halston	https://en.wikipedia.org/wiki/Halston
perazzi	https://en.wikipedia.org/wiki/Perazzi
austin_motor_company	https://en.wikipedia.org/wiki/Austin_Motor_Company
speedball_(art_products)	https://en.wikipedia.org/wiki/Speedball_(art_products)
dunlop_tyres	https://en.wikipedia.org/wiki/Dunlop_Tyres
staedtler	https://en.wikipedia.org/wiki/Staedtler
norfolk_%26_western_railroad	https://en.wikipedia.org/wiki/Norfolk_%26_Western_Railroad
bottega_veneta	https://en.wikipedia.org/wiki/Bottega_Veneta
nerf	https://en.wikipedia.org/wiki/Nerf
vulcanair	https://en.wikipedia.org/wiki/Vulcanair
ozark_airlines	https://en.wikipedia.org/wiki/Ozark_Airlines
elna_(swiss_company)	https://en.wikipedia.org/wiki/Elna_(Swiss_company)
littlest_pet_shop	https://en.wikipedia.org/wiki/Littlest_Pet_Shop
magneti_marelli	https://en.wikipedia.org/wiki/Magneti_Marelli
ohto	https://en.wikipedia.org/wiki/Ohto
prysmian_group	https://en.wikipedia.org/wiki/Prysmian_Group
azzaro_(perfume)	https://en.wikipedia.org/wiki/Azzaro_(perfume)
playmobil	https://en.wikipedia.org/wiki/Playmobil
reliance_steel_%26_aluminum_co.	https://en.wikipedia.org/wiki/Reliance_Steel_%26_Aluminum_Co.
vivaaerobus.com	https://en.wikipedia.org/wiki/Vivaaerobus.com
coby_electronics_corporation	https://en.wikipedia.org/wiki/Coby_Electronics_Corporation
power_wheels	https://en.wikipedia.org/wiki/Power_Wheels
enron	https://en.wikipedia.org/wiki/Enron
parker_pen_company	https://en.wikipedia.org/wiki/Parker_Pen_Company
juicy_juice	https://en.wikipedia.org/wiki/Juicy_Juice
alenia_aeronautica	https://en.wikipedia.org/wiki/Alenia_Aeronautica
ardex_gmbh	https://en.wikipedia.org/wiki/Ardex_GmbH
braniff_international_airways	https://en.wikipedia.org/wiki/Braniff_International_Airways
royal_aviation	https://en.wikipedia.org/wiki/Royal_Aviation
johnson_controls,_inc.	https://en.wikipedia.org/wiki/Johnson_Controls,_Inc.
new_zealand_national_airways_corporation	https://en.wikipedia.org/wiki/New_Zealand_National_Airways_Corporation
snia_s.p.a.	https://en.wikipedia.org/wiki/SNIA_S.p.A.
perini_navi	https://en.wikipedia.org/wiki/Perini_Navi
flying_legend	https://en.wikipedia.org/wiki/Flying_Legend
persil	https://en.wikipedia.org/wiki/Persil
fendi	https://en.wikipedia.org/wiki/Fendi
persol	https://en.wikipedia.org/wiki/Persol
play-doh	https://en.wikipedia.org/wiki/Play-Doh
crisco	https://en.wikipedia.org/wiki/Crisco
edding	https://en.wikipedia.org/wiki/Edding
aviva	https://en.wikipedia.org/wiki/Aviva
derwent_cumberland_pencil_company	https://en.wikipedia.org/wiki/Derwent_Cumberland_Pencil_Company
staropramen_brewery	https://en.wikipedia.org/wiki/Staropramen_Brewery
airuk	https://en.wikipedia.org/wiki/AirUK
giacomini	https://en.wikipedia.org/wiki/Giacomini
ideal_toy_company	https://en.wikipedia.org/wiki/Ideal_Toy_Company
mega_brands	https://en.wikipedia.org/wiki/Mega_Brands
bizzarrini	https://en.wikipedia.org/wiki/Bizzarrini
canc%c3%ban_international_airport	https://en.wikipedia.org/wiki/Canc%C3%BAn_International_Airport
btr_plc	https://en.wikipedia.org/wiki/BTR_plc
gas_jeans	https://en.wikipedia.org/wiki/Gas_Jeans
suave	https://en.wikipedia.org/wiki/Suave
siderperu	https://en.wikipedia.org/wiki/SIDERPERU
bsrm	https://en.wikipedia.org/wiki/BSRM
mci_inc.	https://en.wikipedia.org/wiki/MCI_Inc.
pennsylvania_railroad	https://en.wikipedia.org/wiki/Pennsylvania_Railroad
sparco	https://en.wikipedia.org/wiki/Sparco
smarties	https://en.wikipedia.org/wiki/Smarties
ak_steel	https://en.wikipedia.org/wiki/AK_Steel
sports_direct	https://en.wikipedia.org/wiki/Sports_Direct
gte	https://en.wikipedia.org/wiki/GTE
cotton_belt_railroad	https://en.wikipedia.org/wiki/Cotton_Belt_Railroad
cluedo	https://en.wikipedia.org/wiki/Cluedo
b%26b_italia	https://en.wikipedia.org/wiki/B%26B_Italia
edsel	https://en.wikipedia.org/wiki/Edsel
imperial_(automobile)	https://en.wikipedia.org/wiki/Imperial_(automobile)
fiol_prosecco	https://en.wikipedia.org/wiki/Fiol_Prosecco
mercury_(automobile)	https://en.wikipedia.org/wiki/Mercury_(automobile)
est%c3%a9e_lauder_companies	https://en.wikipedia.org/wiki/Est%C3%A9e_Lauder_Companies
montgomery_ward	https://en.wikipedia.org/wiki/Montgomery_Ward
a._t._cross_company	https://en.wikipedia.org/wiki/A._T._Cross_Company
breton_(company)	https://en.wikipedia.org/wiki/Breton_(company)
carling	https://en.wikipedia.org/wiki/Carling
companhia_sider%c3%bargica_nacional	https://en.wikipedia.org/wiki/Companhia_Sider%C3%BArgica_Nacional
peerless_motor_company	https://en.wikipedia.org/wiki/Peerless_Motor_Company
wilhelm_schimmel	https://en.wikipedia.org/wiki/Wilhelm_Schimmel
m%c3%a4urer_%26_wirtz	https://en.wikipedia.org/wiki/M%C3%A4urer_%26_Wirtz
drumstick_(ice_cream)	https://en.wikipedia.org/wiki/Drumstick_(ice_cream)
bontoni	https://en.wikipedia.org/wiki/Bontoni
vallourec	https://en.wikipedia.org/wiki/Vallourec
beggin%27_strips	https://en.wikipedia.org/wiki/Beggin%27_Strips
new_york,_new_haven_and_hartford_railroad	https://en.wikipedia.org/wiki/New_York,_New_Haven_and_Hartford_Railroad
fairy_(brand)	https://en.wikipedia.org/wiki/Fairy_(brand)
upn	https://en.wikipedia.org/wiki/UPN
air_kruise	https://en.wikipedia.org/wiki/Air_Kruise
vespa	https://en.wikipedia.org/wiki/Vespa
qatar_steel	https://en.wikipedia.org/wiki/Qatar_Steel
iowa,_chicago_and_eastern_railroad	https://en.wikipedia.org/wiki/Iowa,_Chicago_and_Eastern_Railroad
carter%27s_ink_company	https://en.wikipedia.org/wiki/Carter%27s_Ink_Company
apollo_tyres	https://en.wikipedia.org/wiki/Apollo_Tyres
dove_(toiletries)	https://en.wikipedia.org/wiki/Dove_(toiletries)
avon_products	https://en.wikipedia.org/wiki/Avon_Products
mr._clean	https://en.wikipedia.org/wiki/Mr._Clean
brondi	https://en.wikipedia.org/wiki/Brondi
bracco_(company)	https://en.wikipedia.org/wiki/Bracco_(company)
blue_moon_(beer)	https://en.wikipedia.org/wiki/Blue_Moon_(beer)
child_world	https://en.wikipedia.org/wiki/Child_World
panerai	https://en.wikipedia.org/wiki/Panerai
valpadana	https://en.wikipedia.org/wiki/Valpadana
